lat	lon	POI
30.3150708041	-97.73546129469999	82
30.26676535	-97.7454042333	83
30.2490698167	-97.7500471473	84
30.26816189	-97.76991218	85
30.263515307600002	-97.74016857149999	86
30.264627302199997	-97.7419817448	87
30.2654149575	-97.74016857149999	88
30.2653583743	-97.74020566680001	89
33.9460834666	-118.4040570259	90
37.613831974499995	-122.3884034157	91
37.420485979	-122.21127543450001	92
37.781664765100004	-122.394207716	93
31.7959625907	-106.394777298	94
25.9579289158	-80.2388620377	95
39.712733056	-86.2996673584	96
29.983969952800003	-90.2578353882	97
29.9575495667	-90.0619912	98
52.3785137268	4.9005031586	99
41.9780286285	-87.90367126459999	100
45.588906063900005	-122.5931739807	101
37.768094123800005	-122.3931884766	102
29.9877985723	-95.3393554688	103
30.41858617	-97.74769485	104
39.1917862889	-120.24832248690001	105
37.7814657086	-122.3987731615	106
37.7519909949	-122.4209466577	107
37.784223424299995	-122.40323066709999	108
37.7141770694	-122.2108411789	109
47.443414388	-122.30255126950001	110
47.613830127	-122.3382031918	111
33.943395548699996	-118.4090352058	112
39.849501881799995	-104.673871994	113
37.7841895073	-122.4061489105	114
37.7825583	-122.4001254333	115
40.64855581	-73.78384232	116
40.742396165900004	-74.0075433254	117
30.26175155	-97.7618140833	118
30.2637934667	-97.7419281	119
30.2672543395	-97.739444375	120
30.26780605	-97.74154185	121
30.2680373406	-97.7493202686	122
30.2694643323	-97.74991035459999	123
41.7874410169	-87.74488449100001	124
30.2641484239	-97.7392862664	125
30.2666937255	-97.7435481548	126
41.947920727399996	-87.6558351517	127
37.7818793332	-122.4044567667	128
37.7526823521	-122.4120497704	129
37.8729563477	-122.2519111633	130
37.8122746	-122.3627126	131
30.2662396721	-97.74590849879999	132
30.266332336199998	-97.7448141575	133
37.4178905947	-122.0255327225	134
30.26717945	-97.73914405	135
30.2695755256	-97.7495133877	136
30.2506754911	-97.7495348454	137
30.2672588667	-97.7396321167	138
30.2667975333	-97.7452325667	139
30.267555494499998	-97.767291069	140
37.7875641404	-122.3990953318	141
33.7790759899	-84.38446283340001	142
30.270733781599997	-97.7537029982	143
30.214537996	-97.7508437634	144
30.2034544833	-97.8788065833	145
30.270083000000003	-97.750427	146
30.2634181234	-97.7575966669	147
30.2640659833	-97.7564906667	148
30.270163216700002	-97.75041929999999	149
30.2789801689	-97.74230360979999	150
30.2497407833	-97.7546744833	151
30.3910714527	-97.7384144068	152
30.2954757167	-97.7842640833	153
30.2448597206	-97.7571630478	154
30.2695945667	-97.74812753329999	155
30.269825583299998	-97.7485237333	156
30.29611945	-97.83241509999999	157
30.2721083	-97.7529573333	158
30.27055195	-97.7483066333	159
30.2603784883	-97.7576968074	160
30.2628017711	-97.7621519566	161
30.255073004499998	-97.76192665100001	162
30.2155034833	-97.83969615	163
30.268787903699998	-97.7571630478	164
30.2633670407	-97.7493095398	165
30.2157478923	-97.76893794540001	166
30.36092275	-97.7894340167	167
30.2690473563	-97.74324774739999	168
30.2825008873	-97.7755093575	169
30.2724370667	-97.7557640667	170
30.2893937174	-97.7411663532	171
29.8885785931	-97.9388666153	172
30.271484324099998	-97.7416706085	173
30.2402670833	-97.7886598667	174
30.2702612148	-97.7500927448	175
30.2637747742	-97.77065992360001	176
30.295243905	-97.7842721343	177
30.265405690999998	-97.74779140950001	178
30.272031012	-97.75411069389999	179
30.261599404000002	-97.7585805953	180
30.342632210399998	-97.7379759826	181
37.8083207137	-122.41572171450001	182
37.797076855300006	-122.3954415321	183
38.6348728667	-90.2239376833	184
36.118931594	-115.1760721207	185
30.2367865827	-97.76286274190001	186
30.268906037399997	-97.7282747187	187
30.2493640765	-97.74947047229999	188
30.2670273144	-97.7445030212	189
30.2276513659	-97.7605855465	190
30.3079146406	-97.7505500615	191
37.7526068667	-122.41844415	192
37.785825985900004	-122.40651905540001	193
37.6006922333	-122.3868310833	194
37.7825003496	-122.4326252381	195
30.2648160167	-97.7403177833	196
30.266832721	-97.74371981620001	197
30.268713774299997	-97.7360165119	198
30.267532	-97.741346	199
44.8812351421	-93.2141017914	200
33.6406512507	-84.4358432293	201
37.7827666667	-122.38812479999999	202
42.947941619	-87.9032850266	203
37.7970959303	-122.4035136402	204
37.7786014651	-122.420348525	205
37.787793104	-122.40867018700001	206
37.332716348699996	-121.9011855125	207
30.2642977167	-97.73298025	208
30.2621994311	-97.7390956879	209
30.251046205799998	-97.74932429190001	210
30.268519184200002	-97.7361774445	211
30.255337126999997	-97.7626669407	212
30.2557309927	-97.7633857727	213
30.2664713322	-97.73984670639999	214
30.2499467333	-97.7500222	215
30.2444426402	-97.75194883350001	216
32.844584573	-96.8498468399	217
31.8033256942	-97.0994210243	218
29.738212545	-98.1049704552	219
37.7852734167	-122.4189848167	220
37.3324012667	-122.0294594667	221
30.26364675	-97.74016585	222
30.2666751927	-97.74547934530001	223
41.8959523608	-87.6230692863	224
36.0809449235	-115.1468467712	225
34.0588637794	-117.59091854100001	226
42.3644975624	-71.02102160449999	227
40.722779328899996	-73.99791394430001	228
40.705823135	-73.9966964722	229
40.7638606505	-73.9729321003	230
40.769873689499995	-73.9752173424	231
40.774293738800004	-73.9708399773	232
40.775723691799996	-73.9717841148	233
40.775085904099996	-73.9687532187	234
40.7792090733	-73.96305084229999	235
40.775479952	-73.9747345448	236
37.785102377	-122.4004902459	237
37.7893447162	-122.4014818668	238
35.8755937108	-78.7916064262	239
36.0848987512	-115.1490783691	240
35.775936417	-78.6447152495	241
37.7802773	-122.3913110167	242
37.6180557408	-122.38681554790001	243
38.952333869600004	-77.4479484558	244
38.9485792016	-77.4497079849	245
38.9452665848	-77.4517571926	246
37.783129592399995	-122.4038743973	247
37.7836761578	-122.4030380599	248
37.783231344899995	-122.40374565120001	249
37.7847478833	-122.4028084	250
50.0510492533	8.585472106900001	251
32.82057165	-96.7846369667	252
32.7981591167	-96.8030261833	253
36.1131073544	-115.17675876620001	254
36.1023071005	-115.169634819	255
36.0919648559	-115.17484903340001	256
32.7479043207	-97.0929193497	257
32.9424726833	-97.1292471833	258
32.9985681983	-97.2294545174	259
30.2635801743	-97.72774457930001	260
30.266767856399998	-97.74358034129999	261
30.263515307600002	-97.74016857149999	262
30.27765235	-97.7514181667	263
30.2682597302	-97.7429580688	264
30.2655910207	-97.7404367924	265
30.2675137962	-97.741265595	266
30.266258	-97.744718	267
30.2576401333	-97.7595729833	268
30.2649630167	-97.73164035	269
37.790209535100004	-122.40470051770001	270
37.3318803266	-122.02963113780001	271
37.759688872	-122.4271774292	272
37.79054421	-122.40400296	273
37.7850883031	-122.4208983779	274
37.794885316700004	-122.3927070667	275
38.1376198344	-122.2342300415	276
37.7700235498	-122.4221536517	277
37.4272142167	-122.1440163167	278
37.7643567455	-122.4312322518	279
37.7770878167	-122.40837105	280
37.7565550667	-122.4211692667	281
30.268973227100002	-97.7403831482	282
30.267059746599998	-97.7445405722	283
39.0971036646	-94.57990407940001	284
39.048877232399995	-94.48403120040001	285
30.268722399999998	-97.7364019333	286
30.447240050100003	-97.7870857716	287
30.245517433299998	-97.7574526833	288
30.2627183704	-97.75037169459999	289
30.231494533299998	-97.8008940167	290
30.2672803333	-97.7389025667	291
30.4449323254	-97.7856481075	292
30.557216677399996	-97.68987178799999	293
30.3073646792	-97.73993253709999	294
30.2780520833	-97.77145385	295
30.283552445799998	-97.7225679159	296
30.4124941	-97.70952375	297
42.3517492553	-71.0550534725	298
40.7317873406	-73.98909509180001	299
40.750353706599995	-73.9929306507	300
40.7862280278	-111.98222637180001	301
40.7745781069	-73.8720059395	302
33.6407762995	-84.439201355	303
40.0149943538	-105.25969594719999	304
37.7748370167	-122.4376273	305
30.265727833299998	-97.7435846833	306
30.2641547061	-97.7407586575	307
30.2665825289	-97.7369606495	308
37.7953388902	-122.3937249184	309
40.6997066969	-73.8085234165	310
37.7057939667	-122.4692198833	311
37.7931380917	-122.3962925528	312
37.80458895	-122.2945486667	313
37.8286649667	-122.2670889833	314
37.761970513099996	-122.4348914623	315
34.044216033299996	-118.2651527	316
37.7650415833	-122.3964500333	317
40.7527919861	-73.9772558212	318
39.9560697701	-75.18188953399999	319
32.883587620300005	-80.0370740891	320
41.9789059639	-87.90665388110001	321
38.89774647	-77.0062637329	322
37.3311352667	-122.03177690000001	323
37.3316854667	-122.0306581167	324
37.3314799167	-122.0306735	325
30.2801223833	-97.75933905	326
35.0435246498	-89.98163223270001	327
30.269890516700002	-97.74932559999999	328
30.2313745667	-97.79745475	329
30.2580037984	-97.8073015809	330
30.2742918584	-97.74052262309999	331
38.7964531833	-104.7006156333	332
39.8772709259	-75.2416706085	333
36.090492278	-115.17679238	334
32.706386175300004	-117.1615934372	335
30.2748515	-97.7648347333	336
30.3127090153	-97.7148485184	337
36.17044025	-115.14439525	338
36.1243047653	-115.1680898666	339
36.1128126641	-115.17388343809999	340
36.1094843208	-115.1717376709	341
36.0816559335	-115.13772726059999	342
39.1798446122	-76.6709661484	343
40.750605666300004	-73.9892935753	344
40.750613794	-73.993434906	345
40.756879967399996	-73.98622512819999	346
40.763608741	-73.97294282909999	347
40.762557799999996	-73.9738289333	348
40.722266410500005	-73.9873945713	349
51.47069346	-0.45792812	350
51.5080746963	-0.12487292289999999	351
51.5054970412	-0.08691966529999999	352
30.257621525900003	-97.8069019318	353
30.2623879833	-97.7615833167	354
29.532839863499998	-98.47200393680001	355
30.2636861667	-97.81578540000001	356
30.3899645667	-97.7330875333	357
30.2307271833	-97.8179097167	358
30.2673794348	-97.73647516969999	359
42.3666420527	-71.0169506349	360
39.5059758981	-119.77588653219999	361
31.5484046441	-97.11931228639999	362
47.5951088932	-122.3316693306	363
47.5911004632	-122.3329138756	364
30.3139989667	-81.6961246167	365
33.640695911	-84.4255113602	366
39.7416133422	-104.9957370758	367
30.332415100000002	-97.7228736833	368
32.7770125833	-96.75970315	369
32.7795895027	-96.75963878629999	370
32.7797428489	-96.76227808	371
32.899965946100004	-96.76737427709999	372
33.0061982615	-96.7044067383	373
32.790503482199995	-96.8103432655	374
33.0988399983	-96.8111801147	375
32.779480067	-96.762806633	376
32.778552154	-96.76040053370001	377
32.780099152199995	-96.76244974139999	378
32.780197933000004	-96.76248548299999	379
32.778131483	-96.75586935	380
32.781369399999996	-96.759172117	381
32.781997883	-96.76133186700001	382
32.781416367	-96.76023670000001	383
32.777073699999995	-96.7594375833	384
40.730080015300004	-73.9916110039	385
40.7560916486	-73.9902591705	386
40.741298779699996	-74.0055263042	387
40.7333401556	-74.1709542274	388
40.826946067	-73.92811775210001	389
29.551834547600002	-95.09829998020001	390
29.7570381263	-95.3553414345	391
29.785358228299998	-95.46468006389999	392
37.8079106624	-122.27011799809999	393
30.2639879069	-97.7419361472	394
30.263515307600002	-97.74016857149999	395
30.265350092	-97.73817300799999	396
30.261980283299998	-97.7295041	397
30.263515307600002	-97.74016857149999	398
30.267648157399996	-97.7409410477	399
30.2640736232	-97.7426227927	400
30.2671663094	-97.74630546569999	401
30.264479036999997	-97.73841977120001	402
57.6991655036	11.9876718521	403
57.6680729742	12.2951388359	404
51.1569542702	-0.1756095886	405
37.4144820735	-122.0770740509	406
38.6009532833	-121.42570475	407
38.693063436399996	-121.58745288850001	408
30.264849699699997	-97.73128509520001	409
30.283962411599997	-97.71951556209999	410
30.2746356137	-97.7649521828	411
30.284425016700002	-97.7192044167	412
30.4006103667	-97.7379903667	413
30.2674906304	-97.7704024315	414
30.268917630100002	-97.7695226669	415
30.2666844591	-97.76686191559999	416
30.2666103281	-97.7646839619	417
30.2676296248	-97.7683210373	418
30.2955357104	-97.7416491508	419
50.895684	4.334026000000001	420
50.897078391	4.4770145416	421
48.3539105721	11.7866134644	422
35.8407077803	-78.6801981926	423
38.8894587026	-77.0352530479	424
38.8895630885	-77.0370769501	425
30.236953428099998	-97.7494597435	426
30.2510314833	-97.754092	427
30.27195745	-97.7541688167	428
30.264877016999996	-97.733857883	429
30.2635709077	-97.7326261997	430
30.2670829124	-97.7368319035	431
30.26766669	-97.7709388733	432
30.26230215	-97.7614974833	433
30.2481371667	-97.7714909333	434
30.26773095	-97.7454900667	435
30.3153185571	-97.7338814735	436
40.758712569299995	-73.9785754681	437
32.1212143833	-110.93829445	438
39.9979913457	-82.8840136528	439
35.3966591152	-97.5961661339	440
41.893516553000005	-87.6338088512	441
41.8947664136	-87.623847127	442
44.8823298401	-93.2085227966	443
30.267432716	-97.74079889059999	444
54.5978448358	-5.925976038	445
54.6875389133	-5.8843266964	446
53.33971139999999	-2.8523243	447
36.17024035	-115.1436783833	448
34.0720620848	-118.35785865780001	449
34.1612677465	-118.1676149368	450
8.1075183276	98.30594301219999	451
13.7466594192	100.5349123478	452
12.935575	100.88244223	453
37.763099645	-122.4109768867	454
30.263515307600002	-97.74016857149999	455
30.264105100000002	-97.7406958	456
30.277358743	-97.7425718307	457
30.24805425	-97.7502751333	458
34.1363168833	-118.3529745167	459
34.0672273886	-118.4010529518	460
32.7073431154	-117.1631598473	461
37.787490769899996	-122.3989918242	462
37.7826046833	-122.4076080167	463
30.263515307600002	-97.74016857149999	464
30.2021600414	-97.66686916350001	465
37.802362561399995	-122.4058270454	466
37.7858733833	-122.4299489167	467
37.4223555227	-122.0880496502	468
33.640883484	-84.4293630123	469
35.2188226223	-80.9426724569	470
40.7717018706	-73.8658475876	471
40.7118600667	-73.95162425	472
40.7422010764	-73.9879953861	473
40.753816036799996	-73.983618021	474
40.7308686424	-73.9975655079	475
30.26406425	-97.727310233	476
30.2643400382	-97.7413809299	477
30.2690751548	-97.7421534061	478
59.4096263466	17.9615199566	479
59.299107984799996	18.0807602406	480
59.3369595539	18.072831630699998	481
59.3231957446	18.0670380592	482
59.33015770000001	18.0580794811	483
58.5965846709	16.1833333969	484
34.0426141541	-118.2696247101	485
30.4028148515	-97.72581338879999	486
30.222464632199998	-97.838203311	487
32.9046410512	-97.0359814167	488
30.3287519317	-97.7306627528	489
33.5611371083	-86.7510938644	490
32.8977138806	-97.036678791	491
30.2022620384	-97.66690135	492
30.2670013833	-97.7397823333	493
30.3575420333	-97.7857232	494
25.79321665	-80.1436386167	495
51.5144313985	-0.152746439	496
51.514411368299996	-0.1419210434	497
59.3800045264	13.5005664825	498
59.305056219700006	18.0738723278	499
59.3039663355	18.079097271	500
60.3158983465	24.969263076799997	501
59.9109114246	10.750669240999999	502
59.9108253627	10.7530403137	503
59.910717785100005	10.7518601418	504
25.2511005377	55.3585195541	505
50.0462266848	8.573455810499999	506
55.6295949992	12.6490831375	507
32.8413756108	-96.7829632759	508
30.2671848421	-97.76276350020001	509
29.684790517199996	-95.4109382629	510
30.267963210500003	-97.7654993534	511
37.7703246205	-122.44521260260001	512
30.26747125	-97.7402715667	513
30.2657114849	-97.74361252780001	514
53.3624636118	-2.2716432197	515
45.5178649727	-122.6768374443	516
41.0684160761	-73.7056446075	517
40.7805414319	-73.9668273926	518
21.3331932881	-157.9205703735	519
40.7114347982	-74.0121889114	520
38.8976379211	-77.0365941525	521
38.8892624566	-77.0501661301	522
33.846431431300005	-84.3623828888	523
59.6443257471	17.9280352592	524
62.390762133	17.307336317	525
62.39009845	17.30669677	526
63.7931485351	20.2892804146	527
38.850537109099996	-77.0410251617	528
38.907531888	-76.86447143550001	529
38.8898052634	-77.0090961456	530
38.88361702	-77.0650577545	531
38.894262299999994	-77.07861899999999	532
39.7424713142	-104.9966597557	533
40.0180222364	-105.2793323994	534
29.6540457668	-95.27669906620001	535
-23.42750918	-46.48091441	536
30.2665104333	-97.7454072833	537
30.31368255	-97.7198266833	538
30.314869359699998	-97.7329695225	539
30.2952108167	-97.7422780333	540
30.269260477600003	-97.7476358414	541
30.2678382333	-97.7472925167	542
30.2798881558	-97.7198159695	543
30.2841460667	-97.71858215	544
39.7561974133	-104.9941599369	545
42.2152965186	-83.3553314209	546
42.2093764363	-83.3598053455	547
36.1065892408	-115.1662874222	548
36.0955886975	-115.1758038998	549
36.1143381077	-115.1949763298	550
36.1007461548	-115.1710510254	551
36.0931352536	-115.1767909527	552
59.3495199771	18.1005871296	553
59.3298293379	18.0428552628	554
58.9048348167	17.955988883299998	555
56.2872621371	12.8678119183	556
59.3233106941	18.068100214	557
55.61065060520001	12.994304895399999	558
43.5679259	-116.2207462667	559
32.7318769977	-117.20197677610001	560
51.5025986745	-0.1132321358	561
51.4963405122	-0.1439595222	562
59.3403572347	18.0436384678	563
59.3133743357	18.0820584297	564
59.3125256416	18.0832386017	565
59.3343166783	18.0627036095	566
59.3135495474	18.0441856384	567
59.3353399278	18.0621886253	568
59.32029165	18.028656716700002	569
59.330934810900004	18.0592489243	570
55.7027245833	13.192955599999998	571
55.705414054399995	13.186758756600002	572
59.3183291915	18.071115016900002	573
59.312261	18.078759716700002	574
59.2754416799	17.907156944300002	575
59.31501690939999	18.0722200871	576
59.3200098459	18.0717480183	577
58.784773704399996	16.9218635559	578
36.1314106528	-86.6692972183	579
36.1362053501	-86.8009304548	580
28.420683594699998	-81.58289551729999	581
28.418223116700002	-81.5842200833	582
28.3584175788	-81.5871012211	583
28.358238193800002	-81.55892729760001	584
30.2670551134	-97.7577853203	585
30.2764877946	-97.7477324009	586
30.245378751599997	-97.780444622	587
30.2368731833	-97.7909384167	588
30.2245597	-97.76675259999999	589
30.229139198800002	-97.7548670769	590
30.401769200300002	-97.7263069153	591
29.71588405	-95.3911548667	592
29.746772383299998	-95.3921986333	593
29.7429686667	-95.3967043333	594
41.9394777504	-87.700381279	595
41.8912122523	-87.6193435401	596
48.8601269497	2.3368263245	597
48.861820960100005	2.3346805573	598
49.013329407700006	2.5409317017	599
37.2054989456	-93.2898790726	600
40.7309905942	-73.990291357	601
37.770002347600006	-122.4469506741	602
35.6540881897	-97.5484013557	603
35.4798099857	-97.5219252706	604
35.638045965	-97.4838244915	605
39.0547177991	-84.6581554413	606
52.5023012547	13.3412896124	607
52.5099983897	13.373322486900001	608
52.522050777299995	13.4129548073	609
33.818255746999995	-118.14473569389999	610
33.4360971365	-111.99808359149999	611
37.7502562111	-122.20289111139999	612
35.5240111	-97.5298203	613
35.5191852	-97.5299270833	614
35.5140898783	-97.5295507908	615
25.794790919	-80.27933120729999	616
30.395902241599998	-97.7489340305	617
30.3293885087	-97.7078104019	618
30.266749323699997	-97.74982452389999	619
29.426945722800003	-98.4375214577	620
37.426615702	-122.1727752686	621
30.31702548	-97.74959671	622
37.803489265799996	-122.40216569530001	623
36.1089209154	-115.15386343	624
37.75869495	-122.41588465	625
37.8737354974	-122.25416421889999	626
37.75671195	-122.41872295	627
33.6791130406	-117.8612744808	628
36.0161119694	-114.73713397979999	629
37.7783555476	-122.38940119739999	630
59.3052018185	18.1298785435	631
59.317962392700004	18.0847191811	632
59.321383869799995	18.0730032921	633
59.304787859499996	18.0755567551	634
59.3037991667	18.1216596	635
59.3050397895	18.0725848675	636
59.30427460000001	18.08182635	637
59.3121533046	18.0796122551	638
59.3148033793	18.074119091	639
59.3128596463	18.0833888054	640
59.3427808154	18.0614161491	641
30.2725313677	-97.7536225319	642
51.47269335	-0.44980965	643
51.471199023100006	-0.4536151886	644
32.7905395593	-96.79760813709999	645
32.8078585667	-96.7977355333	646
30.2701963525	-97.7340424061	647
32.8117462667	-96.77505875	648
32.9225458333	-96.7772017	649
32.963810674499996	-97.03402876850001	650
32.7515678196	-97.08300590520001	651
32.8686390803	-96.7736721039	652
28.4749158913	-81.4507913589	653
28.5933	-81.3776347833	654
26.052272052	-80.2126407623	655
32.7089410019	-117.15911507610001	656
37.7845541144	-122.4067282677	657
37.7839436084	-122.40465760229999	658
33.8120650319	-117.9190063477	659
32.7299726591	-97.3888206482	660
36.1366760167	-86.8005744833	661
39.7486582959	-105.0075817108	662
28.4311756427	-81.30804419520001	663
42.934683958	-78.7324905396	664
42.366518978	-71.0161077976	665
39.28498295	-76.61194095	666
47.620780162200006	-122.3492968082	667
33.0493962667	-96.8279814667	668
33.076315433299996	-96.8215266333	669
32.782827600000005	-96.7854952667	670
38.9542695319	-94.71819877620001	671
34.891000034899996	-82.2179031372	672
36.1053236932	-79.9367380142	673
41.9750455977	-87.90646076200001	674
41.9738571321	-87.9060637951	675
42.2083671857	-83.3576488495	676
33.6407584354	-84.4425272942	677
53.4279976603	-6.2397193909	678
32.7076139456	-117.16388940809999	679
32.707009090300005	-117.15708732600001	680
37.614670000000004	-122.3851	681
34.0985772833	-118.3223606833	682
25.7802616942	-80.1290845871	683
27.9759833693	-82.5033652782	684
37.808579200000004	-122.4101400333	685
51.481716974099996	-0.1909840107	686
51.5550212474	-0.1084685326	687
51.555808393999996	-0.2796363831	688
51.500758717	-0.1245939732	689
51.5033065875	-0.1194870472	690
51.5080396385	-0.1280969381	691
51.51878995	-0.12606545	692
51.5080145972	-0.0761532784	693
51.505570399999996	-0.0754215	694
51.5011360646	-0.1423501968	695
51.5053749833	-0.11697930000000001	696
42.361596122899996	-71.0816180706	697
42.3473882333	-71.0840964317	698
42.3489760768	-71.0824146867	699
39.283501478299996	-76.6219246387	700
37.3258474	-122.01442175	701
41.299313299999994	-95.89995859999999	702
33.833267149099996	-118.3497423534	703
38.891300048299996	-77.0229899883	704
38.8882603408	-77.019867897	705
38.8912749963	-77.0260047913	706
28.4752931276	-81.4675068855	707
34.4992711386	-79.3083500862	708
29.9849550001	-95.335278511	709
40.5732845667	-73.9797481667	710
38.917107266799995	-77.0290088654	711
38.9107043449	-77.4428629875	712
43.028368790900004	-87.9713058472	713
37.506976683299996	-77.3314779667	714
39.286144066700004	-76.60873240000001	715
36.1271558633	-115.1706540585	716
25.9567976167	-80.1436981333	717
41.8953613865	-87.6252043247	718
38.8725586819	-77.00780868529999	719
39.936382672600004	-75.1584255695	720
39.94874595	-75.1500463333	721
33.9461902696	-118.40118169780001	722
36.1310467083	-115.1509237289	723
34.074871231100005	-118.3786528014	724
39.0976019167	-94.5823754667	725
34.7284400306	-92.2205471992	726
32.83552765	-97.13115691670001	727
32.7548161163	-97.3307400942	728
32.7321993667	-117.1977367167	729
40.015824261700004	-105.2827548981	730
40.0162474287	-105.2818214893	731
33.0989037349	-96.8110448374	732
32.9419879856	-97.0599389076	733
47.709147899499996	-122.32524275780001	734
29.458369	-98.7002921	735
47.610025658299996	-122.34262347219999	736
47.6088452333	-122.3405957167	737
38.693281158000005	-121.5904140472	738
39.8630336948	-104.673614502	739
32.7874839167	-96.80051565	740
33.0942740441	-96.8207073212	741
30.4053132648	-97.8743433952	742
47.6092227788	-122.3394370079	743
33.8112114892	-117.9208275676	744
33.1165310167	-117.12021445	745
32.735487006599996	-117.150349617	746
37.4599560092	-122.14204788209999	747
36.0112347617	-115.17448425290002	748
34.0141431376	-118.4944045544	749
34.015123200000005	-118.4956101167	750
34.0012649132	-118.46965312959999	751
34.1120888074	-118.3391046524	752
32.8107121727	-96.81079165690001	753
32.8687021596	-96.7736935616	754
37.7614446392	-122.4239587784	755
37.7870893565	-122.4072861671	756
37.7955948133	-122.3944990198	757
37.7956864865	-122.393682003	758
37.7958789833	-122.3937889333	759
37.7520167667	-122.4185514333	760
37.7821282667	-122.39271459999999	761
29.739516756599997	-95.46457171440001	762
33.8065023658	-117.91919946670001	763
33.8091074167	-117.92318300000001	764
33.8085616642	-117.9211306572	765
33.8077682607	-117.9225468636	766
32.8088693175	-96.79726481440001	767
30.4990038095	-97.6792824268	768
32.807818784	-96.7981445789	769
33.0365140407	-97.2814464569	770
32.7855312667	-96.80862665	771
32.7803111295	-96.7659258842	772
30.131826521999997	-98.01303774120001	773
30.2561088167	-97.74634525	774
30.2679095833	-97.74931241670001	775
30.2654149575	-97.745500803	776
30.3102860167	-97.7398510833	777
30.3185284167	-97.7243779667	778
30.3600450634	-97.7348470688	779
30.3099535232	-97.739546299	780
30.31104325	-97.74291515	781
30.332247631399998	-97.7402865887	782
30.332382916700002	-97.74014709999999	783
30.271120683000003	-97.753534154	784
32.8159002167	-96.7703469	785
41.4115138761	-81.839196682	786
41.7257740314	-71.4352297783	787
42.7450830245	-73.8094918698	788
32.7308300678	-117.14309692379999	789
45.589817008900006	-122.5916240421	790
33.6664253188	-117.9012823105	791
32.822218577600005	-96.7874264717	792
39.6654135167	-105.2058659667	793
35.6127554856	-97.5583791733	794
39.2147057333	-76.8612364167	795
41.795504164099995	12.2528457642	796
43.7680131814	11.2531623244	797
43.7730848645	11.2554234266	798
40.7516947714	-73.9766013622	799
42.3737242009	-71.1187720299	800
50.0869827884	14.420639276500001	801
30.2685699446	-97.72737121639999	802
30.33723235	-97.8038334833	803
30.2748674667	-97.7516181167	804
30.458993900000003	-97.79158115	805
30.294553033299998	-97.78488635	806
33.7573599667	-84.3945264667	807
29.9866091141	-95.3385829926	808
29.9867392118	-95.3455352783	809
30.2021785863	-97.66745924950001	810
30.3706522167	-97.7275386667	811
33.0321337402	-96.8311464787	812
33.0309734188	-96.83265924450001	813
37.3627643121	-121.92196726799999	814
47.6120798165	-122.33221650120001	815
33.5034708166	-111.9284105301	816
47.6089840825	-122.3399734497	817
47.6120147212	-122.33746290209999	818
